,Name,Price,Storage,RAM Memory,Screen size,Screen Resolution,Processor Model,Processor Number,Processor manufacturer,Operating System,Battery Run Time,Optical Drive,Touchscreen,Warranty
1178,Refurbished ADVENT MODENA M201 INTEL CELERON T 3GB 320GB 15.6 Inch Windows 10 Laptop - T1/449364,129.97,320.0,3.0,15.6,,Intel Celeron,,Intel,Windows 10,,None,Non Touch,30 Day RTB Warranty
1179,Refurbished ACER ASPIRE 4820T INTEL CORE I3 1ST GEN 3GB 250GB 14 Inch Windows 10 Laptop - T1/444333,189.97,250.0,3.0,14.0,,Intel Core i3,,Intel,Windows 10,,None,Non Touch,30 Day RTB Warranty
1180,Refurbished ACER ASPIRE 4820T INTEL CORE I3 1ST GEN 3GB 250GB 14 Inch Windows 10 Laptop - T1/436070,179.97,250.0,3.0,14.0,,Intel Core i3,,Intel,Windows 10,,None,Non Touch,30 Day RTB Warranty
1181,Refurbished Hewlett Packard TM2-2190 INTEL CORE I3 1ST GEN 3GB 320GB 12 Inch Windows 10 Laptop - T1/442108,189.97,320.0,3.0,12.0,,Intel Core i3,,Intel,Windows 10,,None,Non Touch,30 Day RTB Warranty
1182,Refurbished TOSHIBA PORTEGE R700-15Q INTEL CORE I3 1ST GEN 4GB 320GB 13.3 Inch Windows 10 Laptop - T1/447708,189.97,320.0,4.0,13.3,,Intel Core i3,,Intel,Windows 10,,None,Non Touch,30 Day RTB Warranty
1183,Refurbished ACER V5-171-32364G32 INTEL CORE I3 2ND GEN 4GB 320GB 11.6 Inch Windows 10 Laptop - T1/449278,199.97,320.0,4.0,11.6,,Intel Core i3,,Intel,Windows 10,,None,Non Touch,30 Day RTB Warranty
1184,Refurbished ACER V5-171-32364G32ASS INTEL CORE I3 2ND GEN 4GB 320GB 11.6 Inch Windows 10 Laptop - T1/447758,199.97,320.0,4.0,11.6,,Intel Core i3,,Intel,Windows 10,,None,Non Touch,30 Day RTB Warranty
1185,Refurbished ACER ASPIRE 4830 INTEL CORE I3 2ND GEN 3GB 320GB 14 Inch Windows 10 Laptop - T1/436053,189.97,320.0,3.0,14.0,,Intel Core i3,,Intel,Windows 10,,None,Non Touch,30 Day RTB Warranty
1186,Refurbished DELL LATITUDE E6220 INTEL CORE I3 2ND GEN 2GB 250GB 12 Inch Windows 10 Laptop - T1/447259,199.97,250.0,2.0,12.0,,Intel Core i3,,Intel,Windows 10,,None,Non Touch,30 Day RTB Warranty
1187,Refurbished FUJITSU LIFEBOOK S751 INTEL CORE I3 2ND GEN 4GB 250GB 14 Inch Windows 10 Laptop - T1/442505,189.97,250.0,4.0,14.0,,Intel Core i3,,Intel,Windows 10,,None,Non Touch,30 Day RTB Warranty
1188,Refurbished LENOVO 4236NGG INTEL CORE I7 2ND GEN 4GB 160GB 14 Inch Windows 10 Laptop - T1/436054,269.97,160.0,4.0,14.0,,Intel Core i7,,Intel,Windows 10,,None,Non Touch,30 Day RTB Warranty
1189,Refurbished DELL LATITUDE E5520 INTEL CORE I7-2620M 4GB 320GB 15.6 Inch Windows 10 Laptop - T1/396674,329.97,320.0,4.0,15.6,,Intel Core i7,2620M,Intel,Windows 10,,None,Non Touch,30 Day RTB Warranty
1190,HP ProBook 450 G3 Core i3-6100U 8GB 256GB SSD Windows 10 Pro Laptop - 4WU15ES,502.97,256.0,8.0,15.6,,,6100U,,Windows 10 Pro,,,Non Touch,
1191,Refurbished Hp 14-bp019na Intel Pentium N3710 4GB 64GB 14 Inch Windows 10 Laptop - A2/2LD24EA,194.97,64.0,4.0,14.0,1366 x 768,Intel Pentium,N3710,Intel,Windows 10,11.0,No optical drive,Non Touch,3 Month RTB Warranty
1192,Gigabyte AERO 15X V8-CF1 Core i7-8750H 16GB 512GB SSD GeForce GTX1070 8GB 15.6 Inch Windows 10 Pro Gaming Laptop - AERO15XV8-CF1,2299.97,512.0,16.0,15.6,3840 x 1260,Intel Core i7,8750H,Intel,Windows 10 Pro,,No optical drive,Non Touch,2 year warranty
1193,Refurbished Asus VivoBook Flip Intel Celeron N3350 2GB 32GB 11.6 Inch Windows 10 Convertible Laptop in Grey  - A1/TP203NA-BP038T,179.97,32.0,2.0,11.6,1366 x 768,Intel Celeron,N3350,Intel,Windows 10,8.0,No optical drive,Non Touch,3 Month RTB Warranty
1194,Refurbished HP ENVY x360 Core i5 8250U 8GB 256GB 15.6 Inch Touchscreen Windows 10 Laptop in Silver  - A1/2PH07EA,799.97,256.0,8.0,15.6,,Intel Core i5,8250U,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1195,Refurbished ASUS ROG Strix Core i7-7700HQ 8GB 128GB GeForce GTX 1050Ti 15.6 Inch  Windows 10 Gaming laptop  - A1/GL553VE-DM292T,819.97,1000.0,8.0,15.6,1920 x 1080,Intel Core i7,7700HQ,Intel,Windows 10,6.0,No optical drive,Non Touch,
1196,Refurbished Asus VivoBook X540NA GQ052T Intel Pentium N4200 4GB 1TB 15.6 Inch Windows 10 Laptop - A1/X540NA-GQ052T,259.97,1000.0,4.0,15.6,1366 x 768,Intel Pentium,N4200,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1197,Refurbished ASUS ROG Zephyrus GX501 Core i7-8750H 16GB 1TB GeForce GTX 1080 15.6 Inch Windows 10 Gaming Laptop  - A1/GX501GI-EI012T,2299.97,1000.0,16.0,15.6,1920 x 1080,Intel Core i7,8750H,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1198,Refurbished Asus Rog Strix Core i7-7700HQ 16GB 1TB & 256GB SSD GeForce GTX 1060 17.3 Inch Windows 10 Gaming Laptop  - A1/GL703VM-EE059T,1399.97,256.0,16.0,17.3,1920 x 1080,Intel Core i7,7700HQ,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1199,Refurbished Asus GL702ZC Ryzen 5 1600 8GB 1TB & 256GB Radeon RX 580 4GB 17.3 Inch Windows 10 Gaming Laptop  - A1/GL702ZC-GC098T,799.97,256.0,8.0,17.3,,Ryzen 5,2500U,AMD,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1200,Refurbished ASUS ROG Strix Core i7-7700HQ 8GB 1TB & 128GB SSD GeForce GTX 1060 15.6 Inch Windows 10 Gaming Laptop - A1/GL503VM-FY022T,1109.97,1000.0,8.0,15.6,1920 x 1080,Intel Core i7,7700HQ,Intel,Windows 10,4.0,No optical drive,Non Touch,
1201,Refurbished Asus FX503VD Core i5-7300HQ 8GB 1TB GeForce GTX 1050 15.6 Inch Windows 10 Gaming Laptop - A1/FX503VD-DM002T,819.97,1000.0,8.0,15.6,,Intel Core i5,7300HQ,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1202,Refurbished Asus Vivobook Core i5-8250U 8GB 256GB 15.6 Inch GeForce GTX 940MX 2GB Windows 10 Laptop - A1/S510UQ-BQ517T,639.97,256.0,2.0,15.6,,Intel Core i5,8250U,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1203,Refurbished ASUS VivoBook Flip Intel Pentium N4200 4GB 64GB 14 Inch Windows 10 Touchscreen laptop  - A1/TP401NA-BZ002T,399.97,64.0,8.0,14.0,1366 x 768,Intel Pentium,N4200,Intel,Windows 10,,No optical drive,Touchscreen,3 Month RTB Warranty
1204,Acer Swift 5 Pro SF514-52TP Core i5-8250U 8GB 256GB 14 Inch Windows 10 Pro Laptop - NX.H0DEK.001,968.98,256.0,8.0,14.0,1920 x 1080,Intel Core i5,8250U,Intel,Windows 10 Pro,8.0,No optical drive,Touchscreen,1 year warranty
1205,ASUS ROG Hero II Core i7-8750H 16GB 1TB + 256GB SSD GeForce GTX1060 6GB Windows 10 Gaming Laptop - GL504GM-ES192T,1844.97,256.0,16.0,15.6,1920 x 1080,Intel Core i7,8750H,Intel,Windows 10,,No optical drive,Non Touch,2 year warranty
1206,ASUS Zenbook UX430 Core i5-8250U 8GB 256GB 14 Inch Windows 10 Laptop in Blue - UX430UA-GV414T,754.97,256.0,8.0,14.0,1920 x 1080,Intel Core i5,I5-8250U,Intel,Windows 10,,None,Non Touch,
1207,Acer Swift 5 Pro SF514-52TP Core i7-8550U 8GB 256GB 14 Inch Windows 10 Pro Laptop - NX.H0DEK.002,1088.98,256.0,8.0,14.0,1920 x 1080,Intel Core i7,8550U,Intel,Windows 10 Pro,8.0,No optical drive,Touchscreen,1 year warranty
1208,Toshiba Portege Z30-E-10T Core i7-8550U 8GB 512GB SSD 13.3 Inch Windows 10 Pro Laptop - PT293E-005004EN,1332.97,512.0,8.0,13.3,,Intel Core i7,8550U,Intel,Windows 10 Pro,,,Non Touch,
1209,GRADE A1 - Lenovo V330-15IKB Core i5-8250U 8GB 256GB SSD DVD-Writer Full HD 15.6 Inch Windows 10 Professional Laptop  - 77510604/1/81AX00ARUK,540.0,256.0,8.0,15.6,1920 x 1080,Intel Core i5,8250U,Intel,Windows 10 Pro,6.0,DVD-RW,Non Touch,3 Month RTB  Warranty
1210,Acer TravelMate P658-G3-M-79GE Core i7 7500U 8GB 256GB 15.6 Inch Windows 10 Pro  - NX.VGJEK.002,944.98,256.0,8.0,15.6,1366 x 768,Intel Core i7,7500U,Intel,Windows 10 Pro,8.0,No optical drive,Non Touch,1 year warranty
1211,Acer TravelMate P658-G3 Core i5-7200U 8GB 256GB 15.6 Inch Windows 10 Pro - NX.VGJEK.001,869.97,256.0,8.0,15.6,1366 x 768,Intel Core i5,7200u,Intel,Windows 10 Pro,,No optical drive,Non Touch,1 year warranty
1212,"HP EliteBook x360 1020 G2 12.5"" - Core i5 7300U - 8 GB RAM - 256 GB SSD - 1EQ21EA",1577.96,256.0,8.0,12.5,1920 x 1080,Intel Core i5,7300u,Intel,Windows 10,15.0,None,Touchscreen,3 year warranty
1213,"GRADE A1 - HP ProBook 430 G5  Core i5 8250U 8GB 256GB SSD Windows 10 Pro 64-bit - 8 GB 256GB SSD NVMe - 13.3"" Full HD  laptop - 77511691/1/2SY09EA",729.97,256.0,8.0,13.3,1920 x 1080,Intel Core i5,I5-8250U,Intel,Windows 10 Pro,,None,Non Touch,1 year warranty
1214,Refurbished Asus ROG Strix Core i5 7300HQ 12GB 1TB & 128GB GeForce GTX 1050 17.3 Inch Windows 10 Gaming Laptop  - A1/90NB0DM2-M01170,889.97,1000.0,12.0,17.3,,Intel Core i5,7300HQ,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1215,Refurbished Asus VivoBook Flip 12 TP203NA Intel Celeron N3350 2GB 32GB 11.6 Inch Touchscreen Windows 10 Laptop  - A1/90NB0EQ1-M01000,162.97,32.0,2.0,11.6,,Intel Celeron,N3350,Intel,Windows 10,,No optical drive,Touchscreen,3 Month RTB Warranty
1216,Refurbished ASUS VivoBook Max X541NA Intel Celeron N3350 4GB 1TB 15.6 Inch Windows 10 Laptop  - A1/90NB0E83-M09470,219.97,1000.0,4.0,15.6,,Intel Celeron,N3350,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1217,Refurbished ASUS Transformer Book TP200SA Intel Celeron N3050 2GB 32GB 11.6 Inch 2 in 1 Touchscreen Windows 10 Laptop - A1/90NL0081-M02880,179.97,32.0,2.0,11.6,,Intel Celeron,N3050,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1218,Refurbished ASUS C300SA Intel Celeron N3060 2GB 32GB 13.3 Inch Chrome OS ChromeBook  - A1/90NB0BL4-M00590,189.97,32.0,2.0,13.3,,Intel Celeron,N3060,Intel,Chrome OS,,No optical drive,Non Touch,3 Month RTB Warranty
1219,Refurbished Asus Cloudbook Intel Celeron N3550 2GB 32GB 11.6 Inch Windows 10 Laptop in White - A1/90NB0EZ1-M03860,149.97,32.0,2.0,11.6,,Intel Celeron,N3550,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1220,Refurbished Asus VivoBook E AMD E2-7110 4GB 32GB SSD 14 Inch Windows 10 Laptop - A1/90NB0HC3-M00410,199.97,32.0,4.0,14.0,,AMD E series,7110,AMD,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1221,Refurbished Asus FX503 Core i5-7300HQ 8GB 1TB GeForce GTX 1050 2GB 15.6 Inch Windows 10 Gaming Lapto - A1/90NR0GN1-M01620,619.97,1000.0,8.0,15.6,,Intel Core i5,7300HQ,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1222,Refurbished Asus FX503VD-E4072T Core i5-7300HQ 8GB 1TB GeForce GTX 1050 2GB 15.6 Inch Windows 10 Gam - A1/90NR0GN1-M01830,649.97,1000.0,8.0,15.6,,Intel Core i5,7300HQ,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1223,Acer Spin 5 Pro SP513-52NP Core i3-8130U 8GB 128GB 13.3 Inch Windows 10 Pro Laptop - NX.H0EEK.001,848.98,128.0,8.0,13.3,1920 x 1080,Intel Core i3,8130U,Intel,Windows 10 Pro,13.0,No optical drive,Touchscreen,1 year warranty
1224,Refurbished ASUS FX502VD Core i7 7700HQ 16GB 256GB GeForce GTX 1050 15.6 Inch Windows 10 Laptop - a1/90NB0F05-M01400,979.97,256.0,16.0,15.6,,Intel Core i7,7700HQ,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1225,Refurbished Asus ROG Strix Scar Edition Core i7-7700HQ 16GB 1TB + 256GB SSD GeForce GTX 1060 6GB 17. - A1/90NB0GL1-M01580,1599.97,256.0,16.0,17.3,,Intel Core i7,7700HQ,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1226,Refurbished Asus Transformer 3 Pro Core i5-6200U 4GB 256GB SSD 12.6 Inch Windows 10 2 in 1 Laptop - A1/90NB0C62-M03210,534.97,256.0,4.0,12.6,,Intel Core i5,6200U,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1227,Refurbished Asus VivoBook Flip 12 TP203NA Intel Celeron N3350 2GB 32GB 11.6 Inch Windows 10 Laptop - A1/90NB0EQ2-M01340,179.97,32.0,2.0,11.6,,Intel Celeron,N3350,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1228,Refurbished ASUS ZenBook Core I7-6500U 8GB 500GB + 256GB SSD 13.3 Inch Windows 10 Laptop - A1/90NB0CJ1-M02970,669.97,500.0,8.0,13.3,,Intel Core i7,6500U,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1229,Refurbished Asus Zenbook 3 Core i5-7200U 8GB 512GB SSD 12.5 Inch Windows 10 Laptop - A1/90NB0CZ1-M02250,779.97,512.0,8.0,12.5,,Intel Core i5,7200u,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1230,Refurbished Asus Zenbook 3 Deluxe Core i5-7200U 8GB 256GB SSD 14 Inch Windows 10 Laptop - A1/90NB0EI1-M03580,849.97,256.0,8.0,14.0,,Intel Core i5,7200u,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1231,Refurbished Asus VivoBook L403NA Intel Pentium N4200 4GB 64GB 14 Inch Windows 10 laptop  - A1/90NB0DT1-M01690,219.97,64.0,4.0,14.0,,Intel Pentium,N4200,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1232,Refurbished Asus L403N Intel Pentium N4200 4GB 64GB 14 Inch WIndows 10 Laptop  - A1/90NB0DT1-M03300,214.97,64.0,4.0,14.0,,Intel Pentium,N4200,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1233,Refurbished Dell P69Q Intel Pentium 4415U 4GB 1TB 13.3 Inch Windows 10 Laptop - A1/79XTMJ2,279.97,1000.0,4.0,13.3,,Intel Pentium,4415U,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1234,Refurbished ASUS C300SA-FN017 Intel Celeron N3060 2GB 32GB 13.3 Inch Chrome OS ChromeBook  - A1/90NB0BL1-M00570,169.97,32.0,2.0,13.3,,Intel Celeron,N3060,Intel,Chrome OS,,No optical drive,Non Touch,3 Month RTB Warranty
1235,Refurbished Asus Transformer Book T101HA Intel Atom X5-Z8350 2GB 32GB SSD 10.1 Inch Windows 10 Convertible Tablet  - A1/90NB0BK2-M00230,179.97,32.0,2.0,10.1,,Intel Atom,Z8350,Intel,Windows 10,,No optical drive,Touchscreen,3 Month RTB Warranty
1236,Refurbished Asus Vivobook Intel Pentium N4200 4GB 1TB DVD-RW 15.6 Inch Windows 10 Laptop - A1/90NB0E82-M08140,249.97,1000.0,4.0,15.6,,Intel Pentium,N4200,Intel,Windows 10,,DVD-RW,Non Touch,3 Month RTB Warranty
1237,Refurbished Lenovo 510 AMD A9-9410 4GB 1TB 14 Inch 2 in 1 Windows 10 Laptop - A1/80S9001RUK,349.97,1000.0,8.0,14.0,,A9,9410,AMD,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1238,Refurbished Lenovo Idea Pad 320 AMD A6 9220 4GB 1TB 15.6 Inch Windows 10 Laptop - A1/80XV0038UK,269.97,1000.0,4.0,15.6,,AMD A6,9220,AMD,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1239,Refurbished Lenovo IdeaPad 110S Celeron N3060 2GB 32GB 11.6 Inch Windows 10 Laptop In Blue - A1/80WG00CRUK,149.97,32.0,2.0,11.6,,Intel Celeron,N3060,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1240,Refurbished Lenovo Idea Pad  110S Intel Celeron N3060 2GB 32GB 11.6 Inch Windows 10 Laptop - A1/80WG00CNUK,149.97,32.0,2.0,11.6,1366 x 768,Intel Celeron,N3060,Intel,Windows 10,7.0,No optical drive,Non Touch,3 Month RTB Warranty
1241,Refurbished Lenovo Idea Pad 110S Intel Celeron N3160 2GB 32GB 11.6 Inch Windows 10 Laptop - A1/80WG006TUK,149.97,32.0,2.0,11.6,,Intel Celeron,N3160,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1242,Refurbished Acer Aspire ES1-132 Intel Celeron N3350 2GB 32GB 11.6 Inch Windows 10 Laptop in Blue - A1/NX.GHLEK.009,149.97,32.0,2.0,11.6,1366 x 768,Intel Celeron,N3350,Intel,Windows 10,8.0,No optical drive,Non Touch,3 Month RTB Warranty
1243,Refurbished Lenovo IdeaPad 320 Core i5-6200U 8GB 128GB 15.6 Inch Windows 10 laptop   - A1/80XH0030UK,359.97,128.0,8.0,15.6,1366 x 768,Intel Core i5,6200U,Intel,Windows 10,6.0,No optical drive,Non Touch,3 Month RTB Warranty
1244,Refurbished Toshiba Satellite Pro A50-C-270  Core i5-6200U 8GB 256GB 15.6 Inch WIndows 10 Laptop  - A1/PS575E-12R03NEN,579.97,256.0,8.0,15.6,,Intel Core i5,6200U,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1245,Refurbished Toshiba Portege Z30-C-16P Core i7-6500U 16GB 512GB SSD 13.3 Inch Windows 10 Professional Laptop - A1/PT263E-0PP04MEN,1249.97,512.0,16.0,13.3,1920 x 1080,Intel Core i7,6500U,Intel,Windows 10 Pro,11.0,No optical drive,Non Touch,3 Month RTB Warranty
1246,Refurbished Dell Inspirion Intel Core i7-8250U 8GB 256GB 13.3 Inch Windows 10 Laptop - A1/G8Y75,659.97,256.0,8.0,13.3,,Intel Core i5,8250U,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1247,Refurbished Dell Vostro 5568 Core i3-6006U 8GB 256GB SSD 15.6 Inch FHD Windows 10 Professional Laptop - A1/9WH52,429.97,256.0,8.0,15.6,1920 x 1080,Intel Core i3,6006U,Intel,Windows 10 Pro,,None,,
1248,MSI WE62 7RI Core i5-7300HQ 8GB 1TB + 256GB SSD DVD-RW 15.6 Inch Quadro M1200 Windows 10 Professional Laptop - 9S7-16J572-1870,1354.97,256.0,8.0,15.6,1920 x 1080,Intel Core i5,7300HQ,Intel,Windows 10 Pro,6.0,DVD-RW,Non Touch,1 year warranty
1249,Dell Alienware 15 Core i5-6300HQ 8GB 1TB GeForce GTX 1060 15.6 Inch Windows 10 Gaming Laptop  - V69HT,1462.97,1000.0,8.0,15.6,1920 x 1080,Intel Core i5,6300HQ,Intel,Windows 10,4.0,No optical drive,Non Touch,
1250,Lenovo ThinkPad X1 Core i7-7500U 8GB 256GB SSD 14 Inch Windows 10 Professional Laptop  - 20HR002BUK,1378.97,256.0,8.0,14.0,1920 x 1080,Intel Core i7,7500U,Intel,Windows 10 Pro,15.0,None,Non Touch,3 year warranty
1251,Toshiba Portégé Z30-C-16L Core i7-6500U 8GB 256GB SSD 13.3 Inch Windows 10 Professional Laptop  - PT263E-0PN04MEN,1248.97,256.0,8.0,13.3,1920 x 1080,Intel Core i7,6500U,Intel,Windows 10 Pro,11.0,None,Non Touch,1 year warranty
1252,Dell Latitude 3380 Core i5-7200U 8GB 128GB SSD 13.3 Inch Windows 10 Professional Laptop  - YRN49,673.97,128.0,8.0,13.3,1366 x 768,Intel Core i5,7200u,Intel,Windows 10 Pro,12.0,None,Non Touch,1 year warranty
1253,Lenovo ThinkPad X1 Core i7-7500U 16GB 512GB SSD 14 Inch Windows 10 Professional Laptop  - 20HR002MUK,1978.97,512.0,16.0,14.0,1920 x 1080,Intel Core i7,7500U,Intel,Windows 10 Pro,15.0,None,Non Touch,3 year warranty
1254,Toshiba Portégé Z30-C Core i5-6200U 4GB 128GB SSD 13.3 Inch Windows 10 Professional Laptop  - PT263E-0V104MEN,1312.97,128.0,4.0,13.3,1920 x 1080,Intel Core i5,6200U,Intel,Windows 10 Pro,14.0,None,Non Touch,1 year warranty
1255,Refurbished Acer CB3-131 Intel Celeron N2840 2GB 16GB 11.6 Inch Chrome OS Chromebook - A2/NX.G85EK.001,149.97,16.0,2.0,11.6,1366 x 768,Intel Celeron,N2840,Intel,Chrome OS,9.0,No optical drive,Non Touch,3 Month RTB Warranty
1256,Refurbished Asus X453MA Intel Celeron N2840 2GB 500GB 14 Inch Windows 8.1 Laptop  - A2/90NB04W1-M05820,189.97,500.0,2.0,14.0,,Intel Celeron,N2840,Intel,Windows 8.1,,No optical drive,Non Touch,3 Month RTB Warranty
1257,"MSI GT62VR 7RE Core i7-7700HQ 16GB 128GB SSD + 1TB GeForce GTX 1070 15.6"" Windows 10 Gaming Laptop  - 9S7-16L231-250",1797.97,1000.0,16.0,15.6,1920 x 1080,Intel Core i7,7700HQ,Intel,Windows 10,,No optical drive,Non Touch,1 year warranty
1258,Lenovo V110-15ISK 80TL Core i5-6200U 4GB 500GB DVD-RW 15.6 Inch Windows 10 Notebook - 80TL000PUK,389.98,500.0,4.0,15.6,1366 x 768,Intel Core i5,6200U,Intel,Windows 10,5.5,DVD-RW,Non Touch,1 year warranty
1259,Asus Chromebook Silver 12.5 INCH - M3-6Y30 8GB 64GB eMMC UMA No-ODD FHD Touch Chrome OS 1yr - C302CA-GU003-OSS,668.98,,8.0,12.5,1920 x 1080,Core M3,m3-6Y30,Intel,Chrome OS,10.0,None,,3 year warranty
1260,HP EliteBook 840 G3  Core i5-6200U 8GB 256GB SSD 14 Inch Windows 10 Professional Laptop - Y3B70EA,1283.98,256.0,8.0,14.0,1920 x 1080,Intel Core i5,6200U,Intel,Windows 10 Pro,13.5,No optical drive,Non Touch,3 year warranty
1261,PC Specialist Defiance III BD17 Core i7-7700HQ 8GB 1TB + 256GB SSD GeForce GTX 1060 17.3 Inch Window - PCS-L1779081,1349.97,256.0,8.0,17.3,1920 x 1080,Intel Core i7,7700HQ,Intel,Windows 10,4.0,No optical drive,Non Touch,
1262,HP EliteBook 840 Core i5-6200U 8GB 256GB SSD 14 Inch Windows 10 Professional Laptop  - V1C51EA,1413.97,256.0,8.0,14.0,1920 x 1080,Intel Core i5,6200U,Intel,Windows 10 Pro,13.5,No optical drive,Non Touch,1 year warranty
1263,Fujitsu Lifebook U747 Core i7-7500U 8GB 512GB SSD 14 Inch Windows 10 Professional Laptop  - VFY:U7470M472PGB,1384.97,512.0,8.0,14.0,1920 x 1080,Intel Core i7,7500U,Intel,Windows 10 Pro,10.0,No optical drive,Non Touch,2 year warranty
1264,Toshiba Portégé X20W-D-10Q Core i5-7200U 8GB 256GB SSD 12.5 Inch Windows 10 Professional Convertible - PRT12E-01600KEN,1329.97,256.0,8.0,12.5,1920 x 1080,Intel Core i5,7200u,Intel,Windows 10 Pro,,None,,
1265,Dell Latitude 7280 Core i7-7600U 8GB 256GB SSD 12.5 Inch Windows 10 Professional Laptop - 7FCGT,1384.97,256.0,8.0,12.5,1920 x 1080,Intel Core i7,7600U,Intel,Windows 10 Pro,6.0,No optical drive,Non Touch,3 year warranty
1266,Acer Chromebook C731T Intel Celeron N3060 4GB 32GB 11.6 Inch Touchscreen Chrome OS Laptop - NX.GM9EK.001,274.97,32.0,4.0,11.6,1366 x 768,Intel Celeron,N3060,Intel,Chrome OS,11.0,None,Touchscreen,1 year warranty
1267,Acer C731-C78G Intel Celeron N3060 4GB 32GB 11.6 Inch Chrome OS Chromebook Laptop - NX.GM8EK.002,234.97,32.0,4.0,11.6,1366 x 768,Intel Celeron,N3060,Intel,Chrome OS,13.0,None,Non Touch,1 year warranty
1268,HP EliteBook 840 G3 Core i7-6500U 8GB 512GB SSD 14 Inch Windows 10 Professional Laptop - Y8R01EA,1634.98,512.0,8.0,14.0,1920 x 1080,Intel Core i7,6500U,Intel,Windows 10 Pro,13.0,None,Non Touch,3 year warranty
1269,Refurbished Lenovo MIIX 310 Intel Atom x5-Z8350 2GB 32GB 10.1 Inch Windows 10 Touchscreen Convertible Laptop - A1/80SG000FUK,179.97,32.0,2.0,10.1,1280 x 800,Intel Atom,Z8350,Intel,Windows 10,10.0,No optical drive,Touchscreen,3 Month RTB Warranty
1270,Dell XPS 13-9360 Core i7-7500U 8GB 256GB SSD 13.3 Inch Windows 10 Laptop - Rose Gold - YYP5D,1367.98,256.0,8.0,13.3,3200 x 1800,Intel Core i7,7500U,Intel,Windows 10,6.0,No optical drive,Non Touch,1 year warranty
1271,Refurbished HP Pavilion x360 13-u063sa Intel Core i5-6200U 8GB 128GB 13.3 Inch Touchscreen Convertible Windows 10 Laptop in Gold - A2/Y6J15EA,449.97,128.0,8.0,13.3,1920 x 1080,Intel Core i5,6200U,Intel,Windows 10,,No optical drive,,
1272,Refurbished Dell Latitude E6440 Core i5 4310M 4GB 500GB DVD-RW 14 Inch Windows 10 Laptop  - TR/15/345,269.97,500.0,4.0,14.0,,Intel Core i5,4310M,Intel,Windows 10,,DVD-RW,Non Touch,30 Day RTB Warranty
1273,Refurbished Medion Akoya S3409 Core i5-7200U 8GB 256GB 13.3 Inch Windows 10 Laptop - A1/30021746,459.97,256.0,8.0,13.3,,Intel Core i5,7200u,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1274,Toshiba Portege X20W-D-10Q Core i5-7200U 8GB 256GB SSD 12.5 Inch Touchscreen 2 in 1 Windows 10 Pro Laptop - PRT12E-01600LEN,1354.97,256.0,8.0,12.5,,Intel Core i5,7200u,Intel,Windows 10 Pro,,,Touchscreen,
1275,Panasonic Toughpad FZ-G1Core i5 7300U 8GB 256GB SSD 10.1 Inch Touchscreen 2 in 1 Windows 10 Professional Laptop  - FZ-G1W1898TE,2149.97,256.0,8.0,10.1,1920 x 1200,Intel Core i5,7300u,Intel,Windows 10 Pro,11.0,None,Touchscreen,3 year warranty
1276,Refurbished Medion P6661 Core i7 6500U 8GB 128GB SSD GeForce GTX 950M 15.6 Inch Windows 10 Gaming Laptop in Black - A2/MED30021743,679.97,128.0,8.0,15.6,,Intel Core i7,6500U,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
